.000000 .000000 100.000000 10.000000 .000000
.001000 .010000 99.999995 9.999500 -.005000
.002000 .019999 99.999985 9.999000 -.010000
.003000 .029997 99.999970 9.998500 -.014999
.004000 .039995 99.999950 9.998000 -.019999
.005000 .049993 99.999925 9.997500 -.024998
.006000 .059990 99.999895 9.997000 -.029996
.007000 .069986 99.999860 9.996501 -.034995
.008000 .079982 99.999820 9.996001 -.039993
.009000 .089978 99.999775 9.995501 -.044991
.010000 .099973 99.999725 9.995001 -.049989
.011000 .109967 99.999670 9.994501 -.054986
.012000 .119961 99.999610 9.994002 -.059984
.013000 .129955 99.999545 9.993502 -.064981
.014000 .139948 99.999475 9.993002 -.069977
.015000 .149940 99.999400 9.992503 -.074974
.016000 .159932 99.999320 9.992003 -.079970
.017000 .169924 99.999235 9.991503 -.084966
.018000 .179915 99.999145 9.991004 -.089962
.019000 .189905 99.999050 9.990504 -.094957
.020000 .199895 99.998950 9.990005 -.099953
.021000 .209885 99.998845 9.989505 -.104948
.022000 .219874 99.998735 9.989006 -.109942
.023000 .229862 99.998621 9.988506 -.114937
.024000 .239850 99.998501 9.988007 -.119931
.025000 .249838 99.998376 9.987507 -.124925
.026000 .259825 99.998246 9.987008 -.129919
.027000 .269811 99.998111 9.986509 -.134912
.028000 .279797 99.997971 9.986009 -.139906
.029000 .289783 99.997826 9.985510 -.144899
.030000 .299768 99.997676 9.985011 -.149891
.031000 .309752 99.997521 9.984512 -.154884
.032000 .319736 99.997361 9.984012 -.159876
.033000 .329720 99.997196 9.983513 -.164868
.034000 .339703 99.997027 9.983014 -.169860
.035000 .349685 99.996852 9.982515 -.174851
.036000 .359667 99.996672 9.982016 -.179843
.037000 .369649 99.996487 9.981517 -.184834
.038000 .379630 99.996297 9.981018 -.189824
.039000 .389610 99.996102 9.980519 -.194815
.040000 .399590 99.995903 9.980019 -.199805
.041000 .409570 99.995698 9.979520 -.204795
.042000 .419549 99.995488 9.979022 -.209785
.043000 .429527 99.995273 9.978523 -.214774
.044000 .439505 99.995054 9.978024 -.219764
.045000 .449483 99.994829 9.977525 -.224753
.046000 .459460 99.994599 9.977026 -.229741
.047000 .469436 99.994364 9.976527 -.234730
.048000 .479412 99.994125 9.976028 -.239718
.049000 .489388 99.993880 9.975529 -.244706
.050000 .499363 99.993630 9.975031 -.249694
.051000 .509338 99.993376 9.974532 -.254682
.052000 .519312 99.993116 9.974033 -.259669
.053000 .529285 99.992851 9.973534 -.264656
.054000 .539258 99.992582 9.973036 -.269643
.055000 .549231 99.992307 9.972537 -.274629
.056000 .559203 99.992027 9.972038 -.279615
.057000 .569174 99.991743 9.971540 -.284601
.058000 .579145 99.991453 9.971041 -.289587
.059000 .589116 99.991159 9.970543 -.294573
.060000 .599086 99.990859 9.970044 -.299558
.061000 .609055 99.990554 9.969546 -.304543
.062000 .619025 99.990245 9.969047 -.309528
.063000 .628993 99.989930 9.968549 -.314512
.064000 .638961 99.989611 9.968050 -.319497
.065000 .648929 99.989286 9.967552 -.324481
.066000 .658896 99.988957 9.967054 -.329464
.067000 .668862 99.988623 9.966555 -.334448
.068000 .678828 99.988283 9.966057 -.339431
.069000 .688794 99.987939 9.965559 -.344414
.070000 .698759 99.987589 9.965060 -.349397
.071000 .708724 99.987235 9.964562 -.354379
.072000 .718688 99.986876 9.964064 -.359362
.073000 .728651 99.986511 9.963566 -.364344
.074000 .738614 99.986142 9.963067 -.369326
.075000 .748577 99.985768 9.962569 -.374307
.076000 .758539 99.985388 9.962071 -.379288
.077000 .768500 99.985004 9.961573 -.384269
.078000 .778462 99.984615 9.961075 -.389250
.079000 .788422 99.984221 9.960577 -.394231
.080000 .798382 99.983821 9.960079 -.399211
.081000 .808342 99.983417 9.959581 -.404191
.082000 .818301 99.983008 9.959083 -.409171
.083000 .828259 99.982594 9.958585 -.414150
.084000 .838218 99.982175 9.958087 -.419130
.085000 .848175 99.981751 9.957589 -.424109
.086000 .858132 99.981321 9.957091 -.429088
.087000 .868089 99.980887 9.956593 -.434066
.088000 .878045 99.980448 9.956096 -.439044
.089000 .888000 99.980004 9.955598 -.444022
.090000 .897956 99.979555 9.955100 -.449000
.091000 .907910 99.979101 9.954602 -.453978
.092000 .917864 99.978642 9.954104 -.458955
.093000 .927818 99.978178 9.953607 -.463932
.094000 .937771 99.977710 9.953109 -.468909
.095000 .947724 99.977236 9.952611 -.473886
.096000 .957676 99.976757 9.952114 -.478862
.097000 .967627 99.976273 9.951616 -.483838
.098000 .977578 99.975784 9.951119 -.488814
.099000 .987529 99.975290 9.950621 -.493789
.100000 .997479 99.974792 9.950124 -.498765
.101000 1.007429 99.974288 9.949626 -.503740
.102000 1.017378 99.973779 9.949129 -.508714
.103000 1.027327 99.973265 9.948631 -.513689
.104000 1.037275 99.972747 9.948134 -.518663
.105000 1.047222 99.972223 9.947636 -.523637
.106000 1.057170 99.971695 9.947139 -.528611
.107000 1.067116 99.971161 9.946642 -.533585
.108000 1.077062 99.970622 9.946144 -.538558
.109000 1.087008 99.970079 9.945647 -.543531
.110000 1.096953 99.969530 9.945150 -.548504
.111000 1.106898 99.968977 9.944652 -.553477
.112000 1.116842 99.968418 9.944155 -.558449
.113000 1.126786 99.967855 9.943658 -.563421
.114000 1.136729 99.967287 9.943161 -.568393
.115000 1.146671 99.966713 9.942664 -.573364
.116000 1.156614 99.966135 9.942166 -.578336
.117000 1.166555 99.965552 9.941669 -.583307
.118000 1.176496 99.964963 9.941172 -.588278
.119000 1.186437 99.964370 9.940675 -.593248
.120000 1.196377 99.963772 9.940178 -.598219
.121000 1.206317 99.963169 9.939681 -.603189
.122000 1.216256 99.962561 9.939184 -.608158
.123000 1.226195 99.961947 9.938687 -.613128
.124000 1.236133 99.961329 9.938190 -.618097
.125000 1.246071 99.960706 9.937693 -.623066
.126000 1.256008 99.960078 9.937196 -.628035
.127000 1.265945 99.959445 9.936700 -.633004
.128000 1.275881 99.958807 9.936203 -.637972
